match_id,source_file,ball_index,innings_index,batting_team,over,ball_in_over,ball_number,event_token,token_runs,token_type,bowler,batsman,result_raw,is_wicket,commentary
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,27,1,SL,4,2,4.2,•,0,dot,Khan,Upul Tharanga,no run,false,"fuller length around off stump, Tharanga stays in his crease and defends, angling the bat a touch to play towards point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,28,1,SL,4,3,4.3,•,0,dot,Khan,Upul Tharanga,no run,false,"a touch shorter in length outside off stump, Tharanga sees the bit of width and has a swish. He gets beaten by the seam movement"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,29,1,SL,4,4,4.4,•,0,dot,Khan,Upul Tharanga,no run,false,Zaheer nearly conceded his first runs of the day but Yuvraj swooped to his left at point and cut off a wonderfully-timed square drive
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,30,1,SL,4,5,4.5,•,0,dot,Khan,Upul Tharanga,no run,false,Tharanga pushes forward at a good length ball round off and gets an outside edge that goes along the ground to Yuvraj at point
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,31,1,SL,4,6,4.6,•,0,dot,Khan,Upul Tharanga,no run,false,"three maidens in a row from Zaheer, that is some start from India's ace. The last ball is on a good length and straight, forcing Tharanga to defend from the crease.
Sri Lanka need a release ... will Dilshan give it to them?"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,32,1,SL,5,1,5.1,4,4,run,Sreesanth,Dilshan,FOUR runs,false,"and there it is! A touch too short and Dilshan dismisses it with a pull off the front foot, hit in the air but over midwicket"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,33,1,SL,5,2,5.2,•,0,dot,Sreesanth,Dilshan,no run,false,"Sreesanth beats Dilshan's attempt at a booming drive on the up with a delivery that pitches short of a length outside off and bounces nicely, that was measured at 145.3 kph"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,34,1,SL,5,3,5.3,4,4,run,Sreesanth,Dilshan,FOUR runs,false,"and again! Dilshan releases the pressure by cutting a short and wide ball from outside off to the backward point boundary. Loose ball, put away"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,35,1,SL,5,4,5.4,•,0,dot,Sreesanth,Dilshan,no run,false,"tighter line and length closer to off stump, Dilshan punches towards cover"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,36,1,SL,5,5,5.5,•,0,dot,Sreesanth,Dilshan,no run,false,"Dilshan tries to drive through the line on the front foot but doesn't make good contact with a length delivery on off, he plays that to mid-off"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,37,1,SL,5,6,5.6,•,0,dot,Sreesanth,Dilshan,no run,false,"a touch slower and a lot straighter around middle and off, Dilshan tries to drive again but slices it towards point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,38,1,SL,6,1,6.1,W,0,wicket,Khan,Upul Tharanga,OUT,true,"caught at slip! And Zaheer hasn't conceded a run yet. Zaheer pitches the ball on a length around off, forcing Tharanga to prod because of his line as well as the pressure he's created, the ball nips away from the left-hander off the pitch and Tharanga edges it. The chance flies quickly to Sehwag's right at first slip and he takes it before falling to the ground
Upul Tharanga c Sehwag b Khan 2 (20b 0x4 0x6 30m) SR: 10
KuMar Sangakkara, the captain, is next in ..."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,39,1,SL,6,2,6.2,1,1,run,Khan,Sangakkara,1 run,false,Sangakkara scores the first run off Zaheer by dabbing towards mid-on and setting off at top speed
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,40,1,SL,6,3,6.3,1,1,run,Khan,Dilshan,1 run,false,short ball and Dilshan swivels and pulls towards the fielder on the deep square leg boundary
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,41,1,SL,6,4,6.4,•,0,dot,Khan,Sangakkara,no run,false,"Sangakkara strides forward and drives a length ball from outside off to the fielder at cover, nicely timed"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,42,1,SL,6,5,6.5,•,0,dot,Khan,Sangakkara,no run,false,"shot! Stopped! Sangakkara lashed a full ball off the front foot, making superb contact with the cover drive, Raina was in the way at cover"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,43,1,SL,6,6,6.6,•,0,dot,Khan,Sangakkara,no run,false,"short of a length and straight, Sangakkara gets behind the line and defends"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,44,1,SL,7,1,7.1,1,1,run,Patel,Dilshan,1 run,false,played from the crease towards third man
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,45,1,SL,7,2,7.2,1w,1,w,Patel,Sangakkara,1 wide,false,"width offered outside off stump, Sangakkara chases without moving his feet and misses, it's been called wide"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,46,1,SL,7,2,7.2,•,0,dot,Patel,Sangakkara,no run,false,"Good length ball around off, Sangakkara moves forward and defends confidently"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,47,1,SL,7,3,7.3,1,1,run,Patel,Sangakkara,1 run,false,"this is what Tharanga didn't do today, drops the ball with soft hands towards the leg side and take a single, Tharanga let Zaheer bowl at him for too long"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,48,1,SL,7,4,7.4,•,0,dot,Patel,Dilshan,no run,false,"Munaf cramps Dilshan for room with a length ball on middle stump, played towards the leg side"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,49,1,SL,7,5,7.5,2,2,run,Patel,Dilshan,2 runs,false,"short and wide outside off stump, Dilshan cuts hard towards wide third man where Zaheer Khan moves as quickly as he can and dives to save the boundary"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,50,1,SL,7,6,7.6,•,0,dot,Patel,Dilshan,no run,false,"good length delivery outside off, Dilshan plays from the crease towards point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,51,1,SL,8,1,8.1,1,1,run,Khan,Sangakkara,1 run,false,"Zaheer pitches on a length outside off, Sangakkara moves forward and towards the line of the ball and steers towards third man"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,52,1,SL,8,2,8.2,2,2,run,Khan,Dilshan,2 runs,false,"pitches outside leg and strays on to the pads, Dilshan pushes the ball wide of Harbhajan at wide mid-on, Harbhajan signals to the man at deep midwicket to do the fielding and then gives chase himself"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,53,1,SL,8,3,8.3,1,1,run,Khan,Dilshan,1 run,false,played towards mid-off and Dilshan sets off immediately
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,54,1,SL,8,4,8.4,•,0,dot,Khan,Sangakkara,no run,false,"good length ball outside off stump, Sangakkara strides forward and punches the ball towards mid-off. Sangakkara initially wanted the single, but decided against it"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,55,1,SL,8,5,8.5,•,0,dot,Khan,Sangakkara,no run,false,"Sangakkara looking extremely solid, gets behind the line of a good length ball around off and defends with a straight bat"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,56,1,SL,8,6,8.6,•,0,dot,Khan,Sangakkara,no run,false,"good length once again just outside off, Sangakkara drives from the crease but doesn't get past short cover"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,57,1,SL,9,1,9.1,•,0,dot,Patel,Dilshan,no run,false,"The flying Singh again, Yuvraj leaps full length to his right at point and cuts off a Dilshan cut, which was hit hard into the ground and heading towards the boundary"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,58,1,SL,9,2,9.2,•,0,dot,Patel,Dilshan,no run,false,played towards the off side
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,59,1,SL,9,3,9.3,2,2,run,Patel,Dilshan,2 runs,false,What's got into India's fielders today? This time Sreesanth runs fast to his right on the deep backward square leg boundary and dives full length to intercept a Dilshan flick off the pads. Did he touch that advertisement padding that doubles up as a boundary rope? Umpire Dar asks for replays and it's given as two runs
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,60,1,SL,9,4,9.4,•,0,dot,Patel,Dilshan,no run,false,played from the crease with an open face towards point
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,61,1,SL,9,5,9.5,1,1,run,Patel,Dilshan,1 run,false,Dilshan flashes hard at a length ball outside off and edges towards third man
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,62,1,SL,9,6,9.6,•,0,dot,Patel,Sangakkara,no run,false,"pushed off the front foot towards extra cover
This is just in: Replays of the toss indicate decisively that Sangakkara called heads the first time as well, and the call is audible to the television producers. In the noise, Dhoni mis-heard it as a 'tails' call. It was why he turned towards Shastri saying, ""we'll bat."" However neither Shastri nor Crowe had heard Sangakkara's call, Crowe due to the noise, while Shastri was looking up at the coin. Shastri looked across to Crowe, the referee said, ""I didn't hear it."" There was then a brief conversation and it was decided the  toss had to be held again."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,63,1,SL,10,1,10.1,2,2,run,Sreesanth,Dilshan,2 runs,false,too straight from Sreesanth and Dilshan flicks the ball towards Gambhir at deep square
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,64,1,SL,10,2,10.2,•,0,dot,Sreesanth,Dilshan,no run,false,"length ball outside off and Dilshan drives off the front foot, doesn't get past Kohli at short cover"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,65,1,SL,10,3,10.3,1,1,run,Sreesanth,Dilshan,1 run,false,"this time he drives on the up and through the gap at cover, there's a fielder at the deep though"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,66,1,SL,10,4,10.4,•,0,dot,Sreesanth,Sangakkara,no run,false,"fuller length around off, driven towards mid off on the front foot"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,67,1,SL,10,5,10.5,•,0,dot,Sreesanth,Sangakkara,no run,false,Sangakkara tries to drive through the off but gets an inside edge towards the leg side
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,68,1,SL,10,6,10.6,•,0,dot,Sreesanth,Sangakkara,no run,false,"fuller length, played off the front foot towards mid-on"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,69,1,SL,11,1,11.1,1,1,run,Patel,Dilshan,1 run,false,width offered outside off and Dilshan lashes the ball towards Zaheer's right on the third man boundary
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,70,1,SL,11,2,11.2,•,0,dot,Patel,Sangakkara,no run,false,"Sangakkara moves forward but the length is short, he gets cramped for room and cuts the ball into the ground towards point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,71,1,SL,11,3,11.3,•,0,dot,Patel,Sangakkara,no run,false,"a little fuller, a little straighter. Sangakkara leans across and plays the ball towards midwicket"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,72,1,SL,11,4,11.4,4,4,run,Patel,Sangakkara,FOUR runs,false,"beautiful, Sangakkara gets down on one knee, sizes up a full ball outside off, and drives the ball through extra cover off the front foot"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,73,1,SL,11,5,11.5,•,0,dot,Patel,Sangakkara,no run,false,pushed off the front foot towards cover point
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,74,1,SL,11,6,11.6,•,0,dot,Patel,Sangakkara,no run,false,"fuller length outside off, Sangakkara moves forward to drive but mis-times it this time towards mid-off"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,75,1,SL,12,1,12.1,1,1,run,Sreesanth,Dilshan,1 run,false,"length ball just outside off, Dilshan plays the square drive and this time Yuvraj cannot stop it"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,76,1,SL,12,2,12.2,4,4,run,Sreesanth,Sangakkara,FOUR runs,false,"Superb from Sanga, takes two steps down, picks up a length ball and hits through the line over mid-on, splendid timing"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,77,1,SL,12,3,12.3,4,4,run,Sreesanth,Sangakkara,FOUR runs,false,"rubbish attempt from Sreesanth, Sangakkara drives a full ball along the ground towards the bowler and Sreesanth made space between his legs to allow the ball to pass through, once it beat the bowler, that was four"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,78,1,SL,12,4,12.4,•,0,dot,Sreesanth,Sangakkara,no run,false,Sangakkara pushes towards the bowler again and once again Sreesanth makes a poor attempt to field the ball. He'd do well to watch some Brett Lee videos
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,79,1,SL,12,5,12.5,•,0,dot,Sreesanth,Sangakkara,no run,false,"played off the pads towards square leg
Sreesanth has been warned for running on the danger area on the pitch. He's already living up to his colourful billing."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,80,1,SL,12,6,12.6,2nb,2,nb,Sreesanth,Sangakkara,(no ball) 1 run,false,"and he's overstepped, Sangakkara pushes the ball towards mid off and runs the single, free hit coming up"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,81,1,SL,12,6,12.6,4,4,run,Sreesanth,Dilshan,FOUR runs,false,"Dilshan slashes, Dilshan edges and gets four to the very fine third man boundary. Dhoni will have to make an important decision now, Sreesanth is losing control"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,82,1,SL,13,1,13.1,•,0,dot,Patel,Sangakkara,no run,false,"short of a length, played off the back foot towards point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,83,1,SL,13,2,13.2,1,1,run,Patel,Sangakkara,1 run,false,"fuller ball outside off, Sangakkara gets down low and drives through cover point"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,84,1,SL,13,3,13.3,1lb,1,lb,Patel,Dilshan,1 leg bye,false,"loud appeal as Dilshan misses the flick and is hit on the pad, that was missing leg, they run a leg bye towards backward point
Sri Lanka have pushed the run rate above four. Good going."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,85,1,SL,13,4,13.4,•,0,dot,Patel,Sangakkara,no run,false,"driven fluently off the front foot towards point, Yuvraj moves to his left and makes a sharp save"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,86,1,SL,13,5,13.5,•,0,dot,Patel,Sangakkara,no run,false,"Sangakkara got a bottom edge into the ground next to his feet, the ball bounces right back up and his the grille of his helmet"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,87,1,SL,13,6,13.6,•,0,dot,Patel,Sangakkara,no run,false,"pushed towards mid off on the front foot
The players are having their first drinks break, and it's time for me to hand over the commentary to Brydon Coverdale."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,88,1,SL,14,1,14.1,1,1,run,Harbhajan,Dilshan,1 run,false,"he starts around the wicket and bowls down the leg side, Dilshan swwps it away behind square"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,89,1,SL,14,2,14.2,1,1,run,Harbhajan,Sangakkara,1 run,false,tossed up outside off and Sangakkara drives gently down to long-off for an easy single
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,90,1,SL,14,3,14.3,•,0,dot,Harbhajan,Dilshan,no run,false,on the pads of Dilshan again and he turns it to the man at short fine leg
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,91,1,SL,14,4,14.4,•,0,dot,Harbhajan,Dilshan,no run,false,"straighter and quicker, Dilshan pushes to off and thinks about a quick single before thinking better of it"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,92,1,SL,14,5,14.5,•,0,dot,Harbhajan,Dilshan,no run,false,tossed up on the stumps now and Dilshan defends
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,93,1,SL,14,6,14.6,•,0,dot,Harbhajan,Dilshan,no run,false,"flicked back to Harbhajan on the bounce, a good, accurate start from the offspinner
It seems as though the broadcasters in Australia have lost interest in the World Cup, with the Australians having gone home. Here's Lawls: ""Channel Nine are showing the cinematic masterpiece 'Alvin and the Chipmunks' instead of the World Cup Final. Cricket in Australia just got a little sicker. SHAME!"""
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,94,1,SL,15,1,15.1,1,1,run,Patel,Sangakkara,1 run,false,Sangakkara gets a bit of width outside off and drives hard to the sweeper at deep cover point
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,95,1,SL,15,2,15.2,•,0,dot,Patel,Dilshan,no run,false,"straight and overpitched, Dilshan winds up looking for a big hard off-drive, but he mistimes it and finds the man at mid-off"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,96,1,SL,15,3,15.3,•,0,dot,Patel,Dilshan,no run,false,"punched away to short cover, good bowling from Munaf"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,97,1,SL,15,4,15.4,•,0,dot,Patel,Dilshan,no run,false,again that's a good length and no width for Dilshan to launch a big cut - he guides it straight to point
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,98,1,SL,15,5,15.5,1,1,run,Patel,Dilshan,1 run,false,"pushed away through cover, and Dilshan has found the gap this time
That's Dilshan's 500th run in the tournament - what an effort. Sachin could yet beat him, though."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,99,1,SL,15,6,15.6,•,0,dot,Patel,Sangakkara,no run,false,cut away to backward point and can't find the gap
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,100,1,SL,16,1,16.1,•,0,dot,Harbhajan,Dilshan,no run,false,"flighted on the pads again and Dilshan flicks it to midwicket, Raina fields it well"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,101,1,SL,16,2,16.2,•,0,dot,Harbhajan,Dilshan,no run,false,defended away to the off side
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,102,1,SL,16,3,16.3,W,0,wicket,Harbhajan,Dilshan,OUT,true,"gone! Harbhajan gets Dilshan! It was a very leg-side delivery and Dilshan went for the sweep, got a bit of glove on the ball and it's lobbed back on to his leg and deflected on to the stumps! Oh dear, what a disappointment for Dilshan but full credit to Harbhajan for building that pressure.
Tillakaratne Dilshan b Harbhajan Singh 33 (49b 3x4 0x6 87m) SR: 67.34
Here's Mahela Jayawardene. He and Sangakkara have a big job ahead of them now."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,103,1,SL,16,4,16.4,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,tossed up on the stumps and it's clipped to leg
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,104,1,SL,16,5,16.5,1,1,run,Harbhajan,Sangakkara,1 run,false,very good running now as Sangakkara dabs it to leg with soft hands and immediately takes off
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,105,1,SL,16,6,16.6,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,"well flighted by Harbhajan, and Jayawardene turns it through mid-on for another single
Madhu has this: "" Dilshan became the fifth player to score 500 or more runs in a World Cup tournament. Sachin Tendulkar has done it twice in 1996 and 2003. Matthew Hayden, Ricky Ponting and Mahela Jayawardene are the others to achieve this feat. All three batsmen passed 500 runs in the 2007 World Cup."""
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,106,1,SL,17,1,17.1,•,0,dot,Patel,Mahela Jayawardene,no run,false,very accurate - right on off stump and all Mahela can do is defend
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,107,1,SL,17,2,17.2,•,0,dot,Patel,Mahela Jayawardene,no run,false,again Jayawardene gets forward with bat and pad close together to defend a good delivery
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,108,1,SL,17,3,17.3,•,0,dot,Patel,Mahela Jayawardene,no run,false,"probing outside off - but only just outside, not giving any width - and it's left alone by the batsman"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,109,1,SL,17,4,17.4,2,2,run,Patel,Mahela Jayawardene,2 runs,false,"wristy stuff there from Mahela as he gets one that's a touch straighter, flicks it a tad uppishly through midwicket"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,110,1,SL,17,5,17.5,•,0,dot,Patel,Mahela Jayawardene,no run,false,guided away off the face of the bat to point
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,111,1,SL,17,6,17.6,•,0,dot,Patel,Mahela Jayawardene,no run,false,"driven gently down to mid-on and can't find a gap this time
So, Munaf Patel has bowled six overs for 18 runs. Outstanding work. In fact, Sreesanth in the latter stages of his opening spell is the only bowler to even slightly let India down so far."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,112,1,SL,18,1,18.1,1,1,run,Harbhajan,Sangakkara,1 run,false,Harbhajan drifts this in to the leg-stump line and Sangakkara turns it to midwicket
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,113,1,SL,18,2,18.2,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,"clipped from outside off through midwicket, Jayawardene is going to turn the strike over as much as he can here"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,114,1,SL,18,3,18.3,1,1,run,Harbhajan,Sangakkara,1 run,false,"Sangakkara uses the feet now, which nobody has really tried to Harbhajan yet, and he clips it though midwicket"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,115,1,SL,18,4,18.4,4,4,run,Harbhajan,Mahela Jayawardene,FOUR runs,false,"good shot! Jayawardene gets a big stride forward and drives hard through point, all the way along the ground and finds the gap. The odd boundary will relieve some of the pressure building on Sri Lanka here."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,116,1,SL,18,5,18.5,1,1,run,Harbhajan,Mahela Jayawardene,1 run,false,"clipped through forward square leg, again he's happy with a single"
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,117,1,SL,18,6,18.6,4,4,run,Harbhajan,Sangakkara,FOUR runs,false,"edged and safe! And four, to add to Harbhajan's frustration! That was well flighted and straightened enough to get a genuine outside edge from Sangakkara, and the ball has fizzed through the vacant second slip region."
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,118,1,SL,19,1,19.1,1,1,run,Sreesanth,Mahela Jayawardene,1 run,false,on the pads and it's clipped through square leg
CWC_2011_final_ALL,CWC_2011_final_ALL.txt,119,1,SL,19,2,19.2,1,1,run,Sreesanth,Sangakkara,1 run,false,very straight once again and Sangakkara works a single through square leg
